i,j,Median
83,108,19
83,109,0.1
83,110,19
83,111,19
83,112,19
83,113,25
83,114,2.1
83,115,11
84,0,12
84,1,7
84,2,7
84,3,16.5
84,4,14
84,5,7
84,6,14
84,7,11
84,8,7
84,9,16.5
84,10,10.3
84,11,7
84,12,0.1
84,13,10.3
84,14,14
84,15,14
84,16,0
84,17,16.5
84,18,7
84,19,14
84,20,15
84,21,14
84,22,10.3
84,23,10.3
84,24,16.5
84,25,7
84,26,22
84,27,14
84,28,14
84,29,10.3
84,30,7
84,31,7
84,32,16.5
84,33,7
84,34,7
84,35,7
84,36,10.3
84,37,7
84,38,16.5
84,39,7
84,40,16.5
84,41,7
84,42,7
84,43,6.3
84,44,7
84,45,16.5
84,46,16.5
84,47,7
84,48,16.5
84,49,7
84,50,16.5
84,51,16.5
84,52,20
84,53,10.3
84,54,16.5
84,55,10.3
84,56,16.5
84,57,10.3
84,58,14
84,59,14
84,60,7
84,61,7
84,62,16.5
84,63,15
84,64,10.3
84,65,10.3
84,66,23.9
84,67,11
84,68,24.8
84,69,7
84,70,7
84,71,7
84,72,20
84,73,14
84,74,7
84,75,14
84,76,7
84,77,14
84,78,22
84,79,7
84,80,16.5
84,81,10.3
84,82,10.3
84,83,14
84,84,0
84,85,7
84,86,7
84,87,16.5
84,88,24.8
84,89,7
84,90,10.3
84,91,10.3
84,92,16.5
84,93,7
84,94,10.3
84,95,7
84,96,10.3
84,97,7
84,98,10.3
84,99,14
84,100,10.3
84,101,10.3
84,102,10.3
84,103,10.3
84,104,35
84,105,24.8
84,106,13
84,107,7
84,108,7
84,109,14
84,110,7
84,111,7
84,112,7
84,113,10.3
84,114,16.5
84,115,12
85,0,20
85,1,0
85,2,0
85,3,22.2
85,4,20.6
85,5,2
85,6,20.6
85,7,10.2
85,8,2
85,9,22.2
85,10,4.6
85,11,2
85,12,6.7
85,13,4.6
85,14,4
85,15,20.6
85,16,7
85,17,22.2
85,18,0
85,19,20.6
85,20,19
85,21,20.6
85,22,4.6
85,23,4.6
85,24,22.2
85,25,2
85,26,29.2
85,27,20.6
85,28,20.6
85,29,4.6
85,30,2
85,31,2
85,32,22.2
85,33,2
85,34,2
85,35,2
85,36,4.6
85,37,2
85,38,22.2
85,39,2
85,40,22.2
85,41,2
85,42,2
85,43,14
85,44,2
85,45,22.2
85,46,22.2
85,47,2
85,48,22.2
85,49,2
85,50,22.2
85,51,22.2
85,52,25.4
85,53,4.6
85,54,22.2
85,55,4.6
85,56,22.2
85,57,4.6
85,58,20.6
85,59,20.6
85,60,2
85,61,0
85,62,22.2
85,63,19
85,64,4.6
85,65,4.6
85,66,30.3
85,67,10.2
85,68,19.4
85,69,2
85,70,2
85,71,2
85,72,25.4
85,73,20.6
85,74,2
85,75,20.6
85,76,0
85,77,20.6
85,78,29.2
85,79,2
85,80,22.2
85,81,4.6
85,82,4.6
85,83,20.6
85,84,7
85,85,0
85,86,2
85,87,22.2
85,88,19.4
85,89,2
85,90,4.6
85,91,4.6
85,92,22.2
85,93,2
85,94,4.6
85,95,2
85,96,4.6
85,97,2
85,98,4.6
85,99,4
85,100,4.6
85,101,4.6
85,102,4.6
85,103,4.6
85,104,40.5
85,105,19.4
85,106,18
85,107,2
85,108,2
85,109,20.6
85,110,2
85,111,2
85,112,2
85,113,4.6
85,114,22.2
85,115,20
86,0,17
86,1,2
86,2,2
86,3,21
86,4,19
86,5,3.9
86,6,19
86,7,11
86,8,3.9
86,9,21
86,10,5.1
86,11,3.9
86,12,6.5
86,13,5.1
86,14,5
86,15,19
86,16,7
86,17,21
86,18,2
86,19,19
86,20,18.4
86,21,19
86,22,5.1
86,23,5.1
86,24,21
86,25,3.9
86,26,16.1
86,27,19
86,28,19
86,29,5.1
86,30,3.9
86,31,3.9
86,32,21
86,33,3.9
86,34,3.9
86,35,3.9
86,36,5.1
86,37,3.9
86,38,21
86,39,3.9
86,40,21
86,41,3.9
86,42,3.9
86,43,13.7
86,44,3.9
86,45,21
86,46,21
86,47,3.9
86,48,21
86,49,3.9
86,50,21
86,51,21
86,52,23.4
86,53,5.1
86,54,21
86,55,5.1
86,56,21
86,57,5.1
86,58,19
86,59,19
86,60,3.9
86,61,2
86,62,21
86,63,18.4
86,64,5.1
86,65,5.1
86,66,31
86,67,11
86,68,16
86,69,3.9
86,70,3.9
86,71,3.9
86,72,23.4
86,73,19
86,74,3.9
86,75,19
86,76,2
86,77,19
86,78,16.1
86,79,3.9
86,80,21
86,81,5.1
86,82,5.1
86,83,19
86,84,7
86,85,2
86,86,3.9
86,87,21
86,88,16
86,89,3.9
86,90,5.1
86,91,5.1
86,92,21
86,93,3.9
86,94,5.1
86,95,3.9
86,96,5.1
86,97,3.9
86,98,5.1
86,99,5
86,100,5.1
86,101,5.1
86,102,5.1
86,103,5.1
86,104,42.5
86,105,16
86,106,17
86,107,3.9
86,108,3.9
86,109,19
86,110,3.9
86,111,3.9
86,112,3.9
86,113,5.1
86,114,21
86,115,17
87,0,11
87,1,22.2
87,2,22.2
87,3,6.1
87,4,2.1
87,5,21
87,6,2.1
87,7,22.6
87,8,21
87,9,6.1
87,10,25.6
87,11,21
87,12,13
87,13,25.6
87,14,24.6
87,15,2.1
87,16,16.5
87,17,6.1
87,18,22.2
87,19,2.1
87,20,8.9
87,21,2.1
87,22,25.6
87,23,25.6
87,24,6.1
87,25,21
87,26,14.3
87,27,2.1
87,28,2.1
87,29,25.6
87,30,21
87,31,21
87,32,6.1
87,33,21
87,34,21
87,35,21
87,36,25.6
87,37,21
87,38,6.1
87,39,21
87,40,6.1
87,41,21
87,42,21
87,43,22
87,44,21
87,45,6.1
87,46,6.1
87,47,21
87,48,6.1
87,49,21
87,50,6.1
87,51,6.1
87,52,20.3
87,53,25.6
87,54,6.1
87,55,25.6
87,56,6.1
87,57,25.6
87,58,2.1
87,59,2.1
87,60,21
87,61,22.2
87,62,6.1
87,63,8.9
87,64,25.6
87,65,25.6
87,66,13.6
87,67,22.6
87,68,14.4
87,69,21
87,70,21
87,71,21
87,72,20.3
87,73,2.1
87,74,21
87,75,2.1
87,76,22.2
87,77,2.1
87,78,14.3
87,79,21
87,80,6.1
87,81,25.6
87,82,25.6
87,83,2.1
87,84,16.5
87,85,22.2
87,86,21
87,87,6.1
87,88,14.4
87,89,21
87,90,25.6
87,91,25.6
87,92,6.1
87,93,21
87,94,25.6
87,95,21
87,96,25.6
87,97,21
87,98,25.6
87,99,24.6
87,100,25.6
87,101,25.6
87,102,25.6
87,103,25.6
87,104,40.1
87,105,14.4
87,106,23.6
87,107,21
87,108,21
87,109,2.1
87,110,21
87,111,21
87,112,21
87,113,25.6
87,114,6.1
87,115,11
88,0,14
88,1,19.4
88,2,19.4
88,3,14.4
88,4,23
88,5,16
88,6,23
88,7,16.8
88,8,16
88,9,14.4
88,10,29.4
88,11,16
88,12,16
88,13,29.4
88,14,26.2
88,15,23
88,16,24.8
88,17,14.4
88,18,19.4
88,19,23
88,20,9
88,21,23
88,22,29.4
88,23,29.4
88,24,14.4
88,25,16
88,26,10
88,27,23
88,28,23
88,29,29.4
88,30,16
88,31,16
88,32,14.4
88,33,16
88,34,16
88,35,16
88,36,29.4
88,37,16
88,38,14.4
88,39,16
88,40,14.4
88,41,16
88,42,16
88,43,19.1
88,44,16
88,45,14.4
88,46,14.4
88,47,16
88,48,14.4
88,49,16
88,50,14.4
88,51,14.4
88,52,23
88,53,29.4
88,54,14.4
88,55,29.4
88,56,14.4
88,57,29.4
88,58,23
88,59,23
88,60,16
88,61,19.4
88,62,14.4
88,63,9
88,64,29.4
88,65,29.4
88,66,22.7
88,67,16.8
88,68,12.7
88,69,16
88,70,16
88,71,16
88,72,23
88,73,23
88,74,16
88,75,23
88,76,19.4
88,77,23
88,78,10
88,79,16
88,80,14.4
88,81,29.4
88,82,29.4
88,83,23
88,84,24.8
88,85,19.4
88,86,16
88,87,14.4
88,88,12.7
88,89,16
88,90,29.4
88,91,29.4
88,92,14.4
88,93,16
88,94,29.4
88,95,16
88,96,29.4
88,97,16
88,98,29.4
88,99,26.2
88,100,29.4
88,101,29.4
88,102,29.4
88,103,29.4
88,104,19.8
88,105,12.7
88,106,23.4
88,107,16
88,108,16
88,109,23
88,110,16
88,111,16
88,112,16
88,113,29.4
88,114,14.4
88,115,14
89,0,17
89,1,2
89,2,2
89,3,21
89,4,19
89,5,3.9
89,6,19
89,7,11
89,8,3.9
89,9,21
89,10,5.1
89,11,3.9
89,12,6.5
89,13,5.1
89,14,5
89,15,19
89,16,7
89,17,21
89,18,2
89,19,19
89,20,18.4
89,21,19
89,22,5.1
89,23,5.1
89,24,21
89,25,3.9
89,26,16.1
89,27,19
89,28,19
89,29,5.1
89,30,3.9
89,31,3.9
89,32,21
89,33,3.9
89,34,3.9
89,35,3.9
89,36,5.1
89,37,3.9
89,38,21
89,39,3.9
89,40,21
89,41,3.9
89,42,3.9
89,43,13.7
89,44,3.9
89,45,21
89,46,21
89,47,3.9
89,48,21
89,49,3.9
89,50,21
89,51,21
89,52,23.4
89,53,5.1
89,54,21
89,55,5.1
89,56,21
89,57,5.1
89,58,19
89,59,19
89,60,3.9
89,61,2
89,62,21
89,63,18.4
89,64,5.1
89,65,5.1
89,66,31
89,67,11
89,68,16
89,69,3.9
89,70,3.9
89,71,3.9
89,72,23.4
89,73,19
89,74,3.9
89,75,19
89,76,2
89,77,19
89,78,16.1
89,79,3.9
89,80,21
89,81,5.1
89,82,5.1
89,83,19
89,84,7
89,85,2
89,86,3.9
89,87,21
89,88,16
89,89,3.9
89,90,5.1
89,91,5.1
89,92,21
89,93,3.9
89,94,5.1
89,95,3.9
89,96,5.1
89,97,3.9
89,98,5.1
89,99,5
89,100,5.1
89,101,5.1
89,102,5.1
89,103,5.1
89,104,42.5
89,105,16
89,106,17
89,107,3.9
89,108,3.9
89,109,19
89,110,3.9
89,111,3.9
89,112,3.9
89,113,5.1
89,114,21
89,115,17
90,0,18
90,1,4.6
90,2,4.6
90,3,25.6
90,4,25
90,5,5.1
90,6,25
90,7,16
90,8,5.1
90,9,25.6
90,10,0.2
90,11,5.1
90,12,9.8
90,13,0.2
90,14,4
90,15,25
90,16,10.3
90,17,25.6
90,18,4.6
90,19,25
90,20,24.9
90,21,25
90,22,0.2
90,23,0.2
90,24,25.6
90,25,5.1
90,26,30.5
90,27,25
90,28,25
90,29,0.2
90,30,5.1
90,31,5.1
90,32,25.6
90,33,5.1
90,34,5.1
90,35,5.1
90,36,0.2
90,37,5.1
90,38,25.6
90,39,5.1
90,40,25.6
90,41,5.1
90,42,5.1
90,43,4.7
90,44,5.1
90,45,25.6
90,46,25.6
90,47,5.1
90,48,25.6
90,49,5.1
90,50,25.6
90,51,25.6
90,52,31
90,53,0.2
90,54,25.6
90,55,0.2
90,56,25.6
90,57,0.2
90,58,25
90,59,25
90,60,5.1
90,61,4.6
90,62,25.6
90,63,24.9
90,64,0.2
90,65,0.2
90,66,35
90,67,16
90,68,29.4
90,69,5.1
90,70,5.1
90,71,5.1
90,72,31
90,73,25
90,74,5.1
90,75,25
90,76,4.6
90,77,25
90,78,30.5
90,79,5.1
90,80,25.6
90,81,0.2
90,82,0.2
90,83,25
90,84,10.3
90,85,4.6
90,86,5.1
90,87,25.6
90,88,29.4
90,89,5.1
90,90,0.2
90,91,0.2
90,92,25.6
90,93,5.1
90,94,0.2
90,95,5.1
90,96,0.2
90,97,5.1
90,98,0.2
90,99,4
90,100,0.2
90,101,0.2
90,102,0.2
90,103,0.2
90,104,46
90,105,29.4
90,106,24.3
90,107,5.1
90,108,5.1
90,109,25
90,110,5.1
90,111,5.1
90,112,5.1
90,113,0.2
90,114,25.6
90,115,18
91,0,18
91,1,4.6
91,2,4.6
91,3,25.6
91,4,25
91,5,5.1
91,6,25
91,7,16
91,8,5.1
91,9,25.6
91,10,0.2
91,11,5.1
91,12,9.8
91,13,0.2
91,14,4
91,15,25
91,16,10.3
91,17,25.6
91,18,4.6
91,19,25
91,20,24.9
91,21,25
91,22,0.2
91,23,0.2
91,24,25.6
91,25,5.1
91,26,30.5
91,27,25
91,28,25
91,29,0.2
91,30,5.1
91,31,5.1
91,32,25.6
91,33,5.1
91,34,5.1
91,35,5.1
91,36,0.2
91,37,5.1
91,38,25.6
91,39,5.1
91,40,25.6
91,41,5.1
91,42,5.1
91,43,4.7
91,44,5.1
91,45,25.6
91,46,25.6
91,47,5.1
91,48,25.6
91,49,5.1
91,50,25.6
91,51,25.6
91,52,31
91,53,0.2
91,54,25.6
91,55,0.2
91,56,25.6
91,57,0.2
91,58,25
91,59,25
91,60,5.1
91,61,4.6
91,62,25.6
91,63,24.9
91,64,0.2
91,65,0.2
91,66,35
91,67,16
91,68,29.4
91,69,5.1
91,70,5.1
91,71,5.1
91,72,31
91,73,25
91,74,5.1
91,75,25
91,76,4.6
91,77,25
91,78,30.5
91,79,5.1
91,80,25.6
91,81,0.2
91,82,0.2
91,83,25
91,84,10.3
91,85,4.6
91,86,5.1
91,87,25.6
91,88,29.4
91,89,5.1
91,90,0.2
91,91,0.2
91,92,25.6
91,93,5.1
91,94,0.2
91,95,5.1
91,96,0.2
91,97,5.1
91,98,0.2
91,99,4
91,100,0.2
91,101,0.2
91,102,0.2
91,103,0.2
91,104,46
91,105,29.4
91,106,24.3
91,107,5.1
91,108,5.1
91,109,25
91,110,5.1
91,111,5.1
91,112,5.1
91,113,0.2
91,114,25.6
91,115,18
92,0,11
92,1,22.2
92,2,22.2
92,3,6.1
92,4,2.1
92,5,21
92,6,2.1
92,7,22.6
92,8,21
92,9,6.1
92,10,25.6
92,11,21
92,12,13
92,13,25.6
92,14,24.6
92,15,2.1
92,16,16.5
92,17,6.1
92,18,22.2
92,19,2.1
92,20,8.9
92,21,2.1
92,22,25.6
92,23,25.6
92,24,6.1
92,25,21
92,26,14.3
92,27,2.1
92,28,2.1
92,29,25.6
92,30,21
92,31,21
92,32,6.1
92,33,21
92,34,21
92,35,21
92,36,25.6
92,37,21
92,38,6.1
92,39,21
92,40,6.1
92,41,21
92,42,21
92,43,22
92,44,21
92,45,6.1
92,46,6.1
92,47,21
92,48,6.1
92,49,21
92,50,6.1
92,51,6.1
92,52,20.3
92,53,25.6
92,54,6.1
92,55,25.6
92,56,6.1
92,57,25.6
92,58,2.1
92,59,2.1
92,60,21
92,61,22.2
92,62,6.1
92,63,8.9
92,64,25.6
92,65,25.6
92,66,13.6
92,67,22.6
92,68,14.4
92,69,21
92,70,21
92,71,21
92,72,20.3
92,73,2.1
92,74,21
92,75,2.1
92,76,22.2
92,77,2.1
92,78,14.3
92,79,21
92,80,6.1
92,81,25.6
92,82,25.6
92,83,2.1
92,84,16.5
92,85,22.2
92,86,21
92,87,6.1
92,88,14.4
92,89,21
92,90,25.6
92,91,25.6
92,92,6.1
92,93,21
92,94,25.6
92,95,21
92,96,25.6
92,97,21
92,98,25.6
92,99,24.6
92,100,25.6
92,101,25.6
92,102,25.6
92,103,25.6
92,104,40.1
92,105,14.4
92,106,23.6
92,107,21
92,108,21
92,109,2.1
92,110,21
92,111,21
92,112,21
92,113,25.6
92,114,6.1
92,115,11
93,0,17
93,1,2
93,2,2
93,3,21
93,4,19
93,5,3.9
93,6,19
93,7,11
93,8,3.9
93,9,21
93,10,5.1
93,11,3.9
93,12,6.5
93,13,5.1
93,14,5
93,15,19
93,16,7
93,17,21
93,18,2
93,19,19
93,20,18.4
93,21,19
93,22,5.1
93,23,5.1
93,24,21
93,25,3.9
93,26,16.1
93,27,19
93,28,19
93,29,5.1
93,30,3.9
93,31,3.9
93,32,21
93,33,3.9
93,34,3.9
93,35,3.9
93,36,5.1
93,37,3.9
93,38,21
93,39,3.9
93,40,21
93,41,3.9
93,42,3.9
93,43,13.7
93,44,3.9
93,45,21
93,46,21
93,47,3.9
93,48,21
93,49,3.9
93,50,21
93,51,21
93,52,23.4
93,53,5.1
93,54,21
93,55,5.1
93,56,21
93,57,5.1
93,58,19
93,59,19
93,60,3.9
93,61,2
93,62,21
93,63,18.4
93,64,5.1
93,65,5.1
93,66,31
93,67,11
93,68,16
93,69,3.9
93,70,3.9
93,71,3.9
93,72,23.4
93,73,19
93,74,3.9
93,75,19
93,76,2
93,77,19
93,78,16.1
93,79,3.9
93,80,21
93,81,5.1
93,82,5.1
93,83,19
93,84,7
93,85,2
93,86,3.9
93,87,21
93,88,16
93,89,3.9
93,90,5.1
93,91,5.1
93,92,21
93,93,3.9
93,94,5.1
93,95,3.9
93,96,5.1
93,97,3.9
93,98,5.1
93,99,5
93,100,5.1
93,101,5.1
93,102,5.1
93,103,5.1
93,104,42.5
93,105,16
93,106,17
93,107,3.9
93,108,3.9
93,109,19
93,110,3.9
93,111,3.9
93,112,3.9
93,113,5.1
93,114,21
93,115,17
94,0,18
94,1,4.6
94,2,4.6
94,3,25.6
94,4,25
94,5,5.1
94,6,25
94,7,16
94,8,5.1
94,9,25.6
94,10,0.2
94,11,5.1
94,12,9.8
94,13,0.2
94,14,4
94,15,25
94,16,10.3
94,17,25.6
94,18,4.6
94,19,25
94,20,24.9
94,21,25
94,22,0.2
94,23,0.2
94,24,25.6
94,25,5.1
94,26,30.5
94,27,25
94,28,25
94,29,0.2
94,30,5.1
94,31,5.1
94,32,25.6
94,33,5.1
94,34,5.1
94,35,5.1
94,36,0.2
94,37,5.1
94,38,25.6
94,39,5.1
94,40,25.6
94,41,5.1
94,42,5.1
94,43,4.7
94,44,5.1
94,45,25.6
94,46,25.6
94,47,5.1
94,48,25.6
94,49,5.1
94,50,25.6
94,51,25.6
94,52,31
94,53,0.2
94,54,25.6
94,55,0.2
94,56,25.6
94,57,0.2
94,58,25
94,59,25
94,60,5.1
94,61,4.6
94,62,25.6
94,63,24.9
94,64,0.2
94,65,0.2
94,66,35
94,67,16
94,68,29.4
94,69,5.1
94,70,5.1
94,71,5.1
94,72,31
94,73,25
94,74,5.1
94,75,25
94,76,4.6
94,77,25
94,78,30.5
94,79,5.1
94,80,25.6
94,81,0.2
94,82,0.2
94,83,25
94,84,10.3
94,85,4.6
94,86,5.1
94,87,25.6
94,88,29.4
94,89,5.1
94,90,0.2
94,91,0.2
94,92,25.6
94,93,5.1
94,94,0.2
94,95,5.1
94,96,0.2
94,97,5.1
94,98,0.2
94,99,4
94,100,0.2
94,101,0.2
94,102,0.2
94,103,0.2
94,104,46
94,105,29.4
94,106,24.3
94,107,5.1
94,108,5.1
94,109,25
94,110,5.1
94,111,5.1
94,112,5.1
94,113,0.2
94,114,25.6
94,115,18
95,0,17
95,1,2
95,2,2
95,3,21
95,4,19
95,5,3.9
95,6,19
95,7,11
95,8,3.9
95,9,21
95,10,5.1
95,11,3.9
95,12,6.5
95,13,5.1
95,14,5
95,15,19
95,16,7
95,17,21
95,18,2
95,19,19
95,20,18.4
95,21,19
95,22,5.1
95,23,5.1
95,24,21
95,25,3.9
95,26,16.1
95,27,19
95,28,19
95,29,5.1
95,30,3.9
95,31,3.9
95,32,21
95,33,3.9
95,34,3.9
95,35,3.9
95,36,5.1
95,37,3.9
95,38,21
95,39,3.9
95,40,21
95,41,3.9
95,42,3.9
95,43,13.7
95,44,3.9
95,45,21
95,46,21
95,47,3.9
95,48,21
95,49,3.9
95,50,21
95,51,21
95,52,23.4
95,53,5.1
95,54,21
95,55,5.1
95,56,21
95,57,5.1
95,58,19
95,59,19
95,60,3.9
95,61,2
95,62,21
95,63,18.4
95,64,5.1
95,65,5.1
95,66,31
95,67,11
95,68,16
95,69,3.9
95,70,3.9
95,71,3.9
95,72,23.4
95,73,19
95,74,3.9
95,75,19
95,76,2
95,77,19
95,78,16.1
95,79,3.9
95,80,21
95,81,5.1
95,82,5.1
95,83,19
95,84,7
95,85,2
95,86,3.9
95,87,21
95,88,16
95,89,3.9
95,90,5.1
95,91,5.1
95,92,21
95,93,3.9
95,94,5.1
95,95,3.9
95,96,5.1
95,97,3.9
95,98,5.1
95,99,5
95,100,5.1
95,101,5.1
95,102,5.1
95,103,5.1
95,104,42.5
95,105,16
95,106,17
95,107,3.9
95,108,3.9
95,109,19
95,110,3.9
95,111,3.9
95,112,3.9
95,113,5.1
95,114,21
95,115,17
96,0,18
96,1,4.6
96,2,4.6
96,3,25.6
96,4,25
96,5,5.1
96,6,25
96,7,16
96,8,5.1
96,9,25.6
96,10,0.2
96,11,5.1
96,12,9.8
96,13,0.2
96,14,4
96,15,25
96,16,10.3
96,17,25.6
96,18,4.6
96,19,25
96,20,24.9
96,21,25
96,22,0.2
96,23,0.2
96,24,25.6
96,25,5.1
96,26,30.5
96,27,25
96,28,25
96,29,0.2
96,30,5.1
96,31,5.1
96,32,25.6
96,33,5.1
96,34,5.1
96,35,5.1
96,36,0.2
96,37,5.1
96,38,25.6
96,39,5.1
96,40,25.6
96,41,5.1
96,42,5.1
96,43,4.7
96,44,5.1
96,45,25.6
96,46,25.6
96,47,5.1
96,48,25.6
96,49,5.1
96,50,25.6
96,51,25.6
96,52,31
96,53,0.2
96,54,25.6
96,55,0.2
96,56,25.6
96,57,0.2
96,58,25
96,59,25
96,60,5.1
96,61,4.6
96,62,25.6
96,63,24.9
96,64,0.2
96,65,0.2
96,66,35
96,67,16
96,68,29.4
96,69,5.1
96,70,5.1
96,71,5.1
96,72,31
96,73,25
96,74,5.1
96,75,25
96,76,4.6
96,77,25
96,78,30.5
96,79,5.1
96,80,25.6
96,81,0.2
96,82,0.2
96,83,25
96,84,10.3
96,85,4.6
96,86,5.1
96,87,25.6
96,88,29.4
96,89,5.1
96,90,0.2
96,91,0.2
96,92,25.6
96,93,5.1
96,94,0.2
96,95,5.1
96,96,0.2
96,97,5.1
96,98,0.2
96,99,4
96,100,0.2
96,101,0.2
96,102,0.2
96,103,0.2
96,104,46
96,105,29.4
96,106,24.3
96,107,5.1
96,108,5.1
96,109,25
96,110,5.1
96,111,5.1
96,112,5.1
96,113,0.2
96,114,25.6
96,115,18
97,0,17
97,1,2
97,2,2
97,3,21
97,4,19
97,5,3.9
97,6,19
97,7,11
97,8,3.9
97,9,21
97,10,5.1
97,11,3.9
97,12,6.5
97,13,5.1
97,14,5
97,15,19
97,16,7
97,17,21
97,18,2
97,19,19
97,20,18.4
97,21,19
97,22,5.1
97,23,5.1
97,24,21
97,25,3.9
97,26,16.1
97,27,19
97,28,19
97,29,5.1
97,30,3.9
97,31,3.9
97,32,21
97,33,3.9
97,34,3.9
97,35,3.9
97,36,5.1
97,37,3.9
97,38,21
97,39,3.9
97,40,21
97,41,3.9
97,42,3.9
97,43,13.7
97,44,3.9
97,45,21
97,46,21
97,47,3.9
97,48,21
97,49,3.9
97,50,21
97,51,21
97,52,23.4
97,53,5.1
97,54,21
97,55,5.1
97,56,21
97,57,5.1
97,58,19
97,59,19
97,60,3.9
97,61,2
97,62,21
97,63,18.4
97,64,5.1
97,65,5.1
97,66,31
97,67,11
97,68,16
97,69,3.9
97,70,3.9
97,71,3.9
97,72,23.4
97,73,19
97,74,3.9
97,75,19
97,76,2
97,77,19
97,78,16.1
97,79,3.9
97,80,21
97,81,5.1
97,82,5.1
97,83,19
97,84,7
97,85,2
97,86,3.9
97,87,21
97,88,16
97,89,3.9
97,90,5.1
97,91,5.1
97,92,21
97,93,3.9
97,94,5.1
97,95,3.9
97,96,5.1
97,97,3.9
97,98,5.1
97,99,5
97,100,5.1
97,101,5.1
97,102,5.1
97,103,5.1
97,104,42.5
97,105,16
97,106,17
97,107,3.9
97,108,3.9
97,109,19
97,110,3.9
97,111,3.9
97,112,3.9
97,113,5.1
97,114,21
97,115,17
98,0,18
98,1,4.6
98,2,4.6
98,3,25.6
98,4,25
98,5,5.1
98,6,25
98,7,16
98,8,5.1
98,9,25.6
98,10,0.2
98,11,5.1
98,12,9.8
98,13,0.2
98,14,4
98,15,25
98,16,10.3
98,17,25.6
98,18,4.6
98,19,25
98,20,24.9
98,21,25
98,22,0.2
98,23,0.2
98,24,25.6
98,25,5.1
98,26,30.5
98,27,25
98,28,25
98,29,0.2
98,30,5.1
98,31,5.1
98,32,25.6
98,33,5.1
98,34,5.1
98,35,5.1
98,36,0.2
98,37,5.1
98,38,25.6
98,39,5.1
98,40,25.6
98,41,5.1
98,42,5.1
98,43,4.7
98,44,5.1
98,45,25.6
98,46,25.6
98,47,5.1
98,48,25.6
98,49,5.1
98,50,25.6
98,51,25.6
98,52,31
98,53,0.2
98,54,25.6
98,55,0.2
98,56,25.6
98,57,0.2
98,58,25
98,59,25
98,60,5.1
98,61,4.6
98,62,25.6
98,63,24.9
98,64,0.2
98,65,0.2
98,66,35
98,67,16
98,68,29.4
98,69,5.1
98,70,5.1
98,71,5.1
98,72,31
98,73,25
98,74,5.1
98,75,25
98,76,4.6
98,77,25
98,78,30.5
98,79,5.1
98,80,25.6
98,81,0.2
98,82,0.2
98,83,25
98,84,10.3
98,85,4.6
98,86,5.1
98,87,25.6
98,88,29.4
98,89,5.1
98,90,0.2
98,91,0.2
98,92,25.6
98,93,5.1
98,94,0.2
98,95,5.1
98,96,0.2
98,97,5.1
98,98,0.2
98,99,4
98,100,0.2
98,101,0.2
98,102,0.2
98,103,0.2
98,104,46
98,105,29.4
98,106,24.3
98,107,5.1
98,108,5.1
98,109,25
98,110,5.1
98,111,5.1
98,112,5.1
98,113,0.2
98,114,25.6
98,115,18
99,0,20
99,1,4
99,2,4
99,3,24.6
99,4,23
99,5,5
99,6,23
99,7,20
99,8,5
99,9,24.6
99,10,4
99,11,5
99,12,14
99,13,4
99,14,0
99,15,23
99,16,14
99,17,24.6
99,18,4
99,19,23
99,20,7.9
99,21,23
99,22,4
99,23,4
99,24,24.6
99,25,5
99,26,27
99,27,23
99,28,23
99,29,4
99,30,5
99,31,5
99,32,24.6
99,33,5
99,34,5
99,35,5
99,36,4
99,37,5
99,38,24.6
99,39,5
99,40,24.6
99,41,5
99,42,5
99,43,3.5
99,44,5
99,45,24.6
99,46,24.6
99,47,5
99,48,24.6
99,49,5
99,50,24.6
99,51,24.6
99,52,29.8
99,53,4
99,54,24.6
99,55,4
99,56,24.6
99,57,4
99,58,23
99,59,23
99,60,5
99,61,4
99,62,24.6
99,63,7.9
99,64,4
99,65,4
99,66,16.1
99,67,20
99,68,26.2
99,69,5
99,70,5
99,71,5
99,72,29.8
99,73,23
99,74,5
99,75,23
99,76,4
99,77,23
99,78,27
99,79,5
99,80,24.6
99,81,4
99,82,4
99,83,23
99,84,14
99,85,4
99,86,5
99,87,24.6
99,88,26.2
99,89,5
99,90,4
99,91,4
99,92,24.6
99,93,5
99,94,4
99,95,5
99,96,4
99,97,5
99,98,4
99,99,0
99,100,4
99,101,4
99,102,4
99,103,4
99,104,40
99,105,26.2
99,106,22.5
99,107,5
99,108,5
99,109,23
99,110,5
99,111,5
99,112,5
99,113,4
99,114,24.6
99,115,20
100,0,18
100,1,4.6
100,2,4.6
100,3,25.6
100,4,25
100,5,5.1
100,6,25
100,7,16
100,8,5.1
100,9,25.6
100,10,0.2
100,11,5.1
100,12,9.8
100,13,0.2
100,14,4
100,15,25
100,16,10.3
100,17,25.6
100,18,4.6
100,19,25
100,20,24.9
100,21,25
100,22,0.2
100,23,0.2
100,24,25.6
100,25,5.1
100,26,30.5
100,27,25
100,28,25
100,29,0.2
100,30,5.1
100,31,5.1
100,32,25.6
100,33,5.1
100,34,5.1
100,35,5.1
100,36,0.2
100,37,5.1
100,38,25.6
100,39,5.1
100,40,25.6
100,41,5.1
100,42,5.1
100,43,4.7
100,44,5.1
100,45,25.6
100,46,25.6
100,47,5.1
100,48,25.6
100,49,5.1
100,50,25.6
100,51,25.6
100,52,31
100,53,0.2
100,54,25.6
100,55,0.2
100,56,25.6
100,57,0.2
100,58,25
100,59,25
100,60,5.1
100,61,4.6
100,62,25.6
100,63,24.9
100,64,0.2
100,65,0.2
100,66,35
