i,j,Median
50,57,25.6
50,58,2.1
50,59,2.1
50,60,21
50,61,22.2
50,62,6.1
50,63,8.9
50,64,25.6
50,65,25.6
50,66,13.6
50,67,22.6
50,68,14.4
50,69,21
50,70,21
50,71,21
50,72,20.3
50,73,2.1
50,74,21
50,75,2.1
50,76,22.2
50,77,2.1
50,78,14.3
50,79,21
50,80,6.1
50,81,25.6
50,82,25.6
50,83,2.1
50,84,16.5
50,85,22.2
50,86,21
50,87,6.1
50,88,14.4
50,89,21
50,90,25.6
50,91,25.6
50,92,6.1
50,93,21
50,94,25.6
50,95,21
50,96,25.6
50,97,21
50,98,25.6
50,99,24.6
50,100,25.6
50,101,25.6
50,102,25.6
50,103,25.6
50,104,40.1
50,105,14.4
50,106,23.6
50,107,21
50,108,21
50,109,2.1
50,110,21
50,111,21
50,112,21
50,113,25.6
50,114,6.1
50,115,11
51,0,11
51,1,22.2
51,2,22.2
51,3,6.1
51,4,2.1
51,5,21
51,6,2.1
51,7,22.6
51,8,21
51,9,6.1
51,10,25.6
51,11,21
51,12,13
51,13,25.6
51,14,24.6
51,15,2.1
51,16,16.5
51,17,6.1
51,18,22.2
51,19,2.1
51,20,8.9
51,21,2.1
51,22,25.6
51,23,25.6
51,24,6.1
51,25,21
51,26,14.3
51,27,2.1
51,28,2.1
51,29,25.6
51,30,21
51,31,21
51,32,6.1
51,33,21
51,34,21
51,35,21
51,36,25.6
51,37,21
51,38,6.1
51,39,21
51,40,6.1
51,41,21
51,42,21
51,43,22
51,44,21
51,45,6.1
51,46,6.1
51,47,21
51,48,6.1
51,49,21
51,50,6.1
51,51,6.1
51,52,20.3
51,53,25.6
51,54,6.1
51,55,25.6
51,56,6.1
51,57,25.6
51,58,2.1
51,59,2.1
51,60,21
51,61,22.2
51,62,6.1
51,63,8.9
51,64,25.6
51,65,25.6
51,66,13.6
51,67,22.6
51,68,14.4
51,69,21
51,70,21
51,71,21
51,72,20.3
51,73,2.1
51,74,21
51,75,2.1
51,76,22.2
51,77,2.1
51,78,14.3
51,79,21
51,80,6.1
51,81,25.6
51,82,25.6
51,83,2.1
51,84,16.5
51,85,22.2
51,86,21
51,87,6.1
51,88,14.4
51,89,21
51,90,25.6
51,91,25.6
51,92,6.1
51,93,21
51,94,25.6
51,95,21
51,96,25.6
51,97,21
51,98,25.6
51,99,24.6
51,100,25.6
51,101,25.6
51,102,25.6
51,103,25.6
51,104,40.1
51,105,14.4
51,106,23.6
51,107,21
51,108,21
51,109,2.1
51,110,21
51,111,21
51,112,21
51,113,25.6
51,114,6.1
51,115,11
52,0,13
52,1,25.4
52,2,25.4
52,3,20.3
52,4,21.6
52,5,23.4
52,6,21.6
52,7,19
52,8,23.4
52,9,20.3
52,10,31
52,11,23.4
52,12,20
52,13,31
52,14,29.8
52,15,21.6
52,16,20
52,17,20.3
52,18,25.4
52,19,21.6
52,20,17
52,21,21.6
52,22,31
52,23,31
52,24,20.3
52,25,23.4
52,26,16
52,27,21.6
52,28,21.6
52,29,31
52,30,23.4
52,31,23.4
52,32,20.3
52,33,23.4
52,34,23.4
52,35,23.4
52,36,31
52,37,23.4
52,38,20.3
52,39,23.4
52,40,20.3
52,41,23.4
52,42,23.4
52,43,23
52,44,23.4
52,45,20.3
52,46,20.3
52,47,23.4
52,48,20.3
52,49,23.4
52,50,20.3
52,51,20.3
52,52,0
52,53,31
52,54,20.3
52,55,31
52,56,20.3
52,57,31
52,58,21.6
52,59,21.6
52,60,23.4
52,61,25.4
52,62,20.3
52,63,17
52,64,31
52,65,31
52,66,29
52,67,19
52,68,23
52,69,23.4
52,70,23.4
52,71,23.4
52,72,0
52,73,21.6
52,74,23.4
52,75,21.6
52,76,25.4
52,77,21.6
52,78,16
52,79,23.4
52,80,20.3
52,81,31
52,82,31
52,83,21.6
52,84,20
52,85,25.4
52,86,23.4
52,87,20.3
52,88,23
52,89,23.4
52,90,31
52,91,31
52,92,20.3
52,93,23.4
52,94,31
52,95,23.4
52,96,31
52,97,23.4
52,98,31
52,99,29.8
52,100,31
52,101,31
52,102,31
52,103,31
52,104,21.2
52,105,23
52,106,13
52,107,23.4
52,108,23.4
52,109,21.6
52,110,23.4
52,111,23.4
52,112,23.4
52,113,31
52,114,20.3
52,115,13
53,0,18
53,1,4.6
53,2,4.6
53,3,25.6
53,4,25
53,5,5.1
53,6,25
53,7,16
53,8,5.1
53,9,25.6
53,10,0.2
53,11,5.1
53,12,9.8
53,13,0.2
53,14,4
53,15,25
53,16,10.3
53,17,25.6
53,18,4.6
53,19,25
53,20,24.9
53,21,25
53,22,0.2
53,23,0.2
53,24,25.6
53,25,5.1
53,26,30.5
53,27,25
53,28,25
53,29,0.2
53,30,5.1
53,31,5.1
53,32,25.6
53,33,5.1
53,34,5.1
53,35,5.1
53,36,0.2
53,37,5.1
53,38,25.6
53,39,5.1
53,40,25.6
53,41,5.1
53,42,5.1
53,43,4.7
53,44,5.1
53,45,25.6
53,46,25.6
53,47,5.1
53,48,25.6
53,49,5.1
53,50,25.6
53,51,25.6
53,52,31
53,53,0.2
53,54,25.6
53,55,0.2
53,56,25.6
53,57,0.2
53,58,25
53,59,25
53,60,5.1
53,61,4.6
53,62,25.6
53,63,24.9
53,64,0.2
53,65,0.2
53,66,35
53,67,16
53,68,29.4
53,69,5.1
53,70,5.1
53,71,5.1
53,72,31
53,73,25
53,74,5.1
53,75,25
53,76,4.6
53,77,25
53,78,30.5
53,79,5.1
53,80,25.6
53,81,0.2
53,82,0.2
53,83,25
53,84,10.3
53,85,4.6
53,86,5.1
53,87,25.6
53,88,29.4
53,89,5.1
53,90,0.2
53,91,0.2
53,92,25.6
53,93,5.1
53,94,0.2
53,95,5.1
53,96,0.2
53,97,5.1
53,98,0.2
53,99,4
53,100,0.2
53,101,0.2
53,102,0.2
53,103,0.2
53,104,46
53,105,29.4
53,106,24.3
53,107,5.1
53,108,5.1
53,109,25
53,110,5.1
53,111,5.1
53,112,5.1
53,113,0.2
53,114,25.6
53,115,18
54,0,11
54,1,22.2
54,2,22.2
54,3,6.1
54,4,2.1
54,5,21
54,6,2.1
54,7,22.6
54,8,21
54,9,6.1
54,10,25.6
54,11,21
54,12,13
54,13,25.6
54,14,24.6
54,15,2.1
54,16,16.5
54,17,6.1
54,18,22.2
54,19,2.1
54,20,8.9
54,21,2.1
54,22,25.6
54,23,25.6
54,24,6.1
54,25,21
54,26,14.3
54,27,2.1
54,28,2.1
54,29,25.6
54,30,21
54,31,21
54,32,6.1
54,33,21
54,34,21
54,35,21
54,36,25.6
54,37,21
54,38,6.1
54,39,21
54,40,6.1
54,41,21
54,42,21
54,43,22
54,44,21
54,45,6.1
54,46,6.1
54,47,21
54,48,6.1
54,49,21
54,50,6.1
54,51,6.1
54,52,20.3
54,53,25.6
54,54,6.1
54,55,25.6
54,56,6.1
54,57,25.6
54,58,2.1
54,59,2.1
54,60,21
54,61,22.2
54,62,6.1
54,63,8.9
54,64,25.6
54,65,25.6
54,66,13.6
54,67,22.6
54,68,14.4
54,69,21
54,70,21
54,71,21
54,72,20.3
54,73,2.1
54,74,21
54,75,2.1
54,76,22.2
54,77,2.1
54,78,14.3
54,79,21
54,80,6.1
54,81,25.6
54,82,25.6
54,83,2.1
54,84,16.5
54,85,22.2
54,86,21
54,87,6.1
54,88,14.4
54,89,21
54,90,25.6
54,91,25.6
54,92,6.1
54,93,21
54,94,25.6
54,95,21
54,96,25.6
54,97,21
54,98,25.6
54,99,24.6
54,100,25.6
54,101,25.6
54,102,25.6
54,103,25.6
54,104,40.1
54,105,14.4
54,106,23.6
54,107,21
54,108,21
54,109,2.1
54,110,21
54,111,21
54,112,21
54,113,25.6
54,114,6.1
54,115,11
55,0,18
55,1,4.6
55,2,4.6
55,3,25.6
55,4,25
55,5,5.1
55,6,25
55,7,16
55,8,5.1
55,9,25.6
55,10,0.2
55,11,5.1
55,12,9.8
55,13,0.2
55,14,4
55,15,25
55,16,10.3
55,17,25.6
55,18,4.6
55,19,25
55,20,24.9
55,21,25
55,22,0.2
55,23,0.2
55,24,25.6
55,25,5.1
55,26,30.5
55,27,25
55,28,25
55,29,0.2
55,30,5.1
55,31,5.1
55,32,25.6
55,33,5.1
55,34,5.1
55,35,5.1
55,36,0.2
55,37,5.1
55,38,25.6
55,39,5.1
55,40,25.6
55,41,5.1
55,42,5.1
55,43,4.7
55,44,5.1
55,45,25.6
55,46,25.6
55,47,5.1
55,48,25.6
55,49,5.1
55,50,25.6
55,51,25.6
55,52,31
55,53,0.2
55,54,25.6
55,55,0.2
55,56,25.6
55,57,0.2
55,58,25
55,59,25
55,60,5.1
55,61,4.6
55,62,25.6
55,63,24.9
55,64,0.2
55,65,0.2
55,66,35
55,67,16
55,68,29.4
55,69,5.1
55,70,5.1
55,71,5.1
55,72,31
55,73,25
55,74,5.1
55,75,25
55,76,4.6
55,77,25
55,78,30.5
55,79,5.1
55,80,25.6
55,81,0.2
55,82,0.2
55,83,25
55,84,10.3
55,85,4.6
55,86,5.1
55,87,25.6
55,88,29.4
55,89,5.1
55,90,0.2
55,91,0.2
55,92,25.6
55,93,5.1
55,94,0.2
55,95,5.1
55,96,0.2
55,97,5.1
55,98,0.2
55,99,4
55,100,0.2
55,101,0.2
55,102,0.2
55,103,0.2
55,104,46
55,105,29.4
55,106,24.3
55,107,5.1
55,108,5.1
55,109,25
55,110,5.1
55,111,5.1
55,112,5.1
55,113,0.2
55,114,25.6
55,115,18
56,0,11
56,1,22.2
56,2,22.2
56,3,6.1
56,4,2.1
56,5,21
56,6,2.1
56,7,22.6
56,8,21
56,9,6.1
56,10,25.6
56,11,21
56,12,13
56,13,25.6
56,14,24.6
56,15,2.1
56,16,16.5
56,17,6.1
56,18,22.2
56,19,2.1
56,20,8.9
56,21,2.1
56,22,25.6
56,23,25.6
56,24,6.1
56,25,21
56,26,14.3
56,27,2.1
56,28,2.1
56,29,25.6
56,30,21
56,31,21
56,32,6.1
56,33,21
56,34,21
56,35,21
56,36,25.6
56,37,21
56,38,6.1
56,39,21
56,40,6.1
56,41,21
56,42,21
56,43,22
56,44,21
56,45,6.1
56,46,6.1
56,47,21
56,48,6.1
56,49,21
56,50,6.1
56,51,6.1
56,52,20.3
56,53,25.6
56,54,6.1
56,55,25.6
56,56,6.1
56,57,25.6
56,58,2.1
56,59,2.1
56,60,21
56,61,22.2
56,62,6.1
56,63,8.9
56,64,25.6
56,65,25.6
56,66,13.6
56,67,22.6
56,68,14.4
56,69,21
56,70,21
56,71,21
56,72,20.3
56,73,2.1
56,74,21
56,75,2.1
56,76,22.2
56,77,2.1
56,78,14.3
56,79,21
56,80,6.1
56,81,25.6
56,82,25.6
56,83,2.1
56,84,16.5
56,85,22.2
56,86,21
56,87,6.1
56,88,14.4
56,89,21
56,90,25.6
56,91,25.6
56,92,6.1
56,93,21
56,94,25.6
56,95,21
56,96,25.6
56,97,21
56,98,25.6
56,99,24.6
56,100,25.6
56,101,25.6
56,102,25.6
56,103,25.6
56,104,40.1
56,105,14.4
56,106,23.6
56,107,21
56,108,21
56,109,2.1
56,110,21
56,111,21
56,112,21
56,113,25.6
56,114,6.1
56,115,11
57,0,18
57,1,4.6
57,2,4.6
57,3,25.6
57,4,25
57,5,5.1
57,6,25
57,7,16
57,8,5.1
57,9,25.6
57,10,0.2
57,11,5.1
57,12,9.8
57,13,0.2
57,14,4
57,15,25
57,16,10.3
57,17,25.6
57,18,4.6
57,19,25
57,20,24.9
57,21,25
57,22,0.2
57,23,0.2
57,24,25.6
57,25,5.1
57,26,30.5
57,27,25
57,28,25
57,29,0.2
57,30,5.1
57,31,5.1
57,32,25.6
57,33,5.1
57,34,5.1
57,35,5.1
57,36,0.2
57,37,5.1
57,38,25.6
57,39,5.1
57,40,25.6
57,41,5.1
57,42,5.1
57,43,4.7
57,44,5.1
57,45,25.6
57,46,25.6
57,47,5.1
57,48,25.6
57,49,5.1
57,50,25.6
57,51,25.6
57,52,31
57,53,0.2
57,54,25.6
57,55,0.2
57,56,25.6
57,57,0.2
57,58,25
57,59,25
57,60,5.1
57,61,4.6
57,62,25.6
57,63,24.9
57,64,0.2
57,65,0.2
57,66,35
57,67,16
57,68,29.4
57,69,5.1
57,70,5.1
57,71,5.1
57,72,31
57,73,25
57,74,5.1
57,75,25
57,76,4.6
57,77,25
57,78,30.5
57,79,5.1
57,80,25.6
57,81,0.2
57,82,0.2
57,83,25
57,84,10.3
57,85,4.6
57,86,5.1
57,87,25.6
57,88,29.4
57,89,5.1
57,90,0.2
57,91,0.2
57,92,25.6
57,93,5.1
57,94,0.2
57,95,5.1
57,96,0.2
57,97,5.1
57,98,0.2
57,99,4
57,100,0.2
57,101,0.2
57,102,0.2
57,103,0.2
57,104,46
57,105,29.4
57,106,24.3
57,107,5.1
57,108,5.1
57,109,25
57,110,5.1
57,111,5.1
57,112,5.1
57,113,0.2
57,114,25.6
57,115,18
58,0,11
58,1,20.6
58,2,20.6
58,3,2.1
58,4,0.1
58,5,19
58,6,0.1
58,7,24.6
58,8,19
58,9,2.1
58,10,25
58,11,19
58,12,13.1
58,13,25
58,14,23
58,15,0.1
58,16,14
58,17,2.1
58,18,20.6
58,19,0.1
58,20,8.2
58,21,0.1
58,22,25
58,23,25
58,24,2.1
58,25,19
58,26,15
58,27,0.1
58,28,0.1
58,29,25
58,30,19
58,31,19
58,32,2.1
58,33,19
58,34,19
58,35,19
58,36,25
58,37,19
58,38,2.1
58,39,19
58,40,2.1
58,41,19
58,42,19
58,43,23.4
58,44,19
58,45,2.1
58,46,2.1
58,47,19
58,48,2.1
58,49,19
58,50,2.1
58,51,2.1
58,52,21.6
58,53,25
58,54,2.1
58,55,25
58,56,2.1
58,57,25
58,58,0.1
58,59,0.1
58,60,19
58,61,20.6
58,62,2.1
58,63,8.2
58,64,25
58,65,25
58,66,13
58,67,24.6
58,68,23
58,69,19
58,70,19
58,71,19
58,72,21.6
58,73,0.1
58,74,19
58,75,0.1
58,76,20.6
58,77,0.1
58,78,15
58,79,19
58,80,2.1
58,81,25
58,82,25
58,83,0.1
58,84,14
58,85,20.6
58,86,19
58,87,2.1
58,88,23
58,89,19
58,90,25
58,91,25
58,92,2.1
58,93,19
58,94,25
58,95,19
58,96,25
58,97,19
58,98,25
58,99,23
58,100,25
58,101,25
58,102,25
58,103,25
58,104,38.2
58,105,23
58,106,24
58,107,19
58,108,19
58,109,0.1
58,110,19
58,111,19
58,112,19
58,113,25
58,114,2.1
58,115,11
59,0,11
59,1,20.6
59,2,20.6
59,3,2.1
59,4,0.1
59,5,19
59,6,0.1
59,7,24.6
59,8,19
59,9,2.1
59,10,25
59,11,19
59,12,13.1
59,13,25
59,14,23
59,15,0.1
59,16,14
59,17,2.1
59,18,20.6
59,19,0.1
59,20,8.2
59,21,0.1
59,22,25
59,23,25
59,24,2.1
59,25,19
59,26,15
59,27,0.1
59,28,0.1
59,29,25
59,30,19
59,31,19
59,32,2.1
59,33,19
59,34,19
59,35,19
59,36,25
59,37,19
59,38,2.1
59,39,19
59,40,2.1
59,41,19
59,42,19
59,43,23.4
59,44,19
59,45,2.1
59,46,2.1
59,47,19
59,48,2.1
59,49,19
59,50,2.1
59,51,2.1
59,52,21.6
59,53,25
59,54,2.1
59,55,25
59,56,2.1
59,57,25
59,58,0.1
59,59,0.1
59,60,19
59,61,20.6
59,62,2.1
59,63,8.2
59,64,25
59,65,25
59,66,13
59,67,24.6
59,68,23
59,69,19
59,70,19
59,71,19
59,72,21.6
59,73,0.1
59,74,19
59,75,0.1
59,76,20.6
59,77,0.1
59,78,15
59,79,19
59,80,2.1
59,81,25
59,82,25
59,83,0.1
59,84,14
59,85,20.6
59,86,19
59,87,2.1
59,88,23
59,89,19
59,90,25
59,91,25
59,92,2.1
59,93,19
59,94,25
59,95,19
59,96,25
59,97,19
59,98,25
59,99,23
59,100,25
59,101,25
59,102,25
59,103,25
59,104,38.2
59,105,23
59,106,24
59,107,19
59,108,19
59,109,0.1
59,110,19
59,111,19
59,112,19
59,113,25
59,114,2.1
59,115,11
60,0,17
60,1,2
60,2,2
60,3,21
60,4,19
60,5,3.9
60,6,19
60,7,11
60,8,3.9
60,9,21
60,10,5.1
60,11,3.9
60,12,6.5
60,13,5.1
60,14,5
60,15,19
60,16,7
60,17,21
60,18,2
60,19,19
60,20,18.4
60,21,19
60,22,5.1
60,23,5.1
60,24,21
60,25,3.9
60,26,16.1
60,27,19
60,28,19
60,29,5.1
60,30,3.9
60,31,3.9
60,32,21
60,33,3.9
60,34,3.9
60,35,3.9
60,36,5.1
60,37,3.9
60,38,21
60,39,3.9
60,40,21
60,41,3.9
60,42,3.9
60,43,13.7
60,44,3.9
60,45,21
60,46,21
60,47,3.9
60,48,21
60,49,3.9
60,50,21
60,51,21
60,52,23.4
60,53,5.1
60,54,21
60,55,5.1
60,56,21
60,57,5.1
60,58,19
60,59,19
60,60,3.9
60,61,2
60,62,21
60,63,18.4
60,64,5.1
60,65,5.1
60,66,31
60,67,11
60,68,16
60,69,3.9
60,70,3.9
60,71,3.9
60,72,23.4
60,73,19
60,74,3.9
60,75,19
60,76,2
60,77,19
60,78,16.1
60,79,3.9
60,80,21
60,81,5.1
60,82,5.1
60,83,19
60,84,7
60,85,2
60,86,3.9
60,87,21
60,88,16
60,89,3.9
60,90,5.1
60,91,5.1
60,92,21
60,93,3.9
60,94,5.1
60,95,3.9
60,96,5.1
60,97,3.9
60,98,5.1
60,99,5
60,100,5.1
60,101,5.1
60,102,5.1
60,103,5.1
60,104,42.5
60,105,16
60,106,17
60,107,3.9
60,108,3.9
60,109,19
60,110,3.9
60,111,3.9
60,112,3.9
60,113,5.1
60,114,21
60,115,17
61,0,20
61,1,0
61,2,0
61,3,22.2
61,4,20.6
61,5,2
61,6,20.6
61,7,10.2
61,8,2
61,9,22.2
61,10,4.6
61,11,2
61,12,6.7
61,13,4.6
61,14,4
61,15,20.6
61,16,7
61,17,22.2
61,18,0
61,19,20.6
61,20,19
61,21,20.6
61,22,4.6
61,23,4.6
61,24,22.2
61,25,2
61,26,29.2
61,27,20.6
61,28,20.6
61,29,4.6
61,30,2
61,31,2
61,32,22.2
61,33,2
61,34,2
61,35,2
61,36,4.6
61,37,2
61,38,22.2
61,39,2
61,40,22.2
61,41,2
61,42,2
61,43,14
61,44,2
61,45,22.2
61,46,22.2
61,47,2
61,48,22.2
61,49,2
61,50,22.2
61,51,22.2
61,52,25.4
61,53,4.6
61,54,22.2
61,55,4.6
61,56,22.2
61,57,4.6
61,58,20.6
61,59,20.6
61,60,2
61,61,0
61,62,22.2
61,63,19
61,64,4.6
61,65,4.6
61,66,30.3
61,67,10.2
61,68,19.4
61,69,2
61,70,2
61,71,2
61,72,25.4
61,73,20.6
61,74,2
61,75,20.6
61,76,0
61,77,20.6
61,78,29.2
61,79,2
61,80,22.2
61,81,4.6
61,82,4.6
61,83,20.6
61,84,7
61,85,0
61,86,2
61,87,22.2
61,88,19.4
61,89,2
61,90,4.6
61,91,4.6
61,92,22.2
61,93,2
61,94,4.6
61,95,2
61,96,4.6
61,97,2
61,98,4.6
61,99,4
61,100,4.6
61,101,4.6
61,102,4.6
61,103,4.6
61,104,40.5
61,105,19.4
61,106,18
61,107,2
61,108,2
61,109,20.6
61,110,2
61,111,2
61,112,2
61,113,4.6
61,114,22.2
61,115,20
62,0,11
62,1,22.2
62,2,22.2
62,3,6.1
62,4,2.1
62,5,21
62,6,2.1
62,7,22.6
62,8,21
62,9,6.1
62,10,25.6
62,11,21
62,12,13
62,13,25.6
62,14,24.6
62,15,2.1
62,16,16.5
62,17,6.1
62,18,22.2
62,19,2.1
62,20,8.9
62,21,2.1
62,22,25.6
62,23,25.6
62,24,6.1
62,25,21
62,26,14.3
62,27,2.1
62,28,2.1
62,29,25.6
62,30,21
62,31,21
62,32,6.1
62,33,21
62,34,21
62,35,21
62,36,25.6
62,37,21
62,38,6.1
62,39,21
62,40,6.1
62,41,21
62,42,21
62,43,22
62,44,21
62,45,6.1
62,46,6.1
62,47,21
62,48,6.1
62,49,21
62,50,6.1
62,51,6.1
62,52,20.3
62,53,25.6
62,54,6.1
62,55,25.6
62,56,6.1
62,57,25.6
62,58,2.1
62,59,2.1
62,60,21
62,61,22.2
62,62,6.1
62,63,8.9
62,64,25.6
62,65,25.6
62,66,13.6
62,67,22.6
62,68,14.4
62,69,21
62,70,21
62,71,21
62,72,20.3
62,73,2.1
62,74,21
62,75,2.1
62,76,22.2
62,77,2.1
62,78,14.3
62,79,21
62,80,6.1
62,81,25.6
62,82,25.6
62,83,2.1
62,84,16.5
62,85,22.2
62,86,21
62,87,6.1
62,88,14.4
62,89,21
62,90,25.6
62,91,25.6
62,92,6.1
62,93,21
62,94,25.6
62,95,21
62,96,25.6
62,97,21
62,98,25.6
62,99,24.6
62,100,25.6
62,101,25.6
62,102,25.6
62,103,25.6
62,104,40.1
62,105,14.4
62,106,23.6
62,107,21
62,108,21
62,109,2.1
62,110,21
62,111,21
62,112,21
62,113,25.6
62,114,6.1
62,115,11
63,0,11
63,1,19
63,2,19
63,3,8.9
63,4,8.2
63,5,18.4
63,6,8.2
63,7,21
63,8,18.4
63,9,8.9
63,10,24.9
63,11,18.4
63,12,15
63,13,24.9
63,14,7.9
63,15,8.2
63,16,15
63,17,8.9
63,18,19
63,19,8.2
63,20,0
63,21,8.2
63,22,24.9
63,23,24.9
63,24,8.9
63,25,18.4
63,26,10
63,27,8.2
63,28,8.2
63,29,24.9
63,30,18.4
63,31,18.4
63,32,8.9
63,33,18.4
63,34,18.4
63,35,18.4
63,36,24.9
63,37,18.4
63,38,8.9
63,39,18.4
63,40,8.9
63,41,18.4
63,42,18.4
63,43,20.6
63,44,18.4
63,45,8.9
63,46,8.9
63,47,18.4
63,48,8.9
63,49,18.4
63,50,8.9
63,51,8.9
63,52,17
63,53,24.9
63,54,8.9
63,55,24.9
63,56,8.9
63,57,24.9
63,58,8.2
63,59,8.2
63,60,18.4
63,61,19
63,62,8.9
63,63,0
63,64,24.9
63,65,24.9
63,66,19
63,67,21
63,68,9
63,69,18.4
63,70,18.4
63,71,18.4
63,72,17
63,73,8.2
63,74,18.4
63,75,8.2
63,76,19
63,77,8.2
63,78,10
63,79,18.4
63,80,8.9
63,81,24.9
63,82,24.9
63,83,8.2
63,84,15
63,85,19
63,86,18.4
63,87,8.9
63,88,9
63,89,18.4
63,90,24.9
63,91,24.9
63,92,8.9
63,93,18.4
63,94,24.9
63,95,18.4
63,96,24.9
63,97,18.4
63,98,24.9
63,99,7.9
63,100,24.9
63,101,24.9
63,102,24.9
63,103,24.9
63,104,33
63,105,9
63,106,22.3
63,107,18.4
63,108,18.4
63,109,8.2
63,110,18.4
63,111,18.4
63,112,18.4
63,113,24.9
63,114,8.9
63,115,11
64,0,18
64,1,4.6
64,2,4.6
64,3,25.6
64,4,25
64,5,5.1
64,6,25
64,7,16
64,8,5.1
64,9,25.6
64,10,0.2
64,11,5.1
64,12,9.8
64,13,0.2
64,14,4
64,15,25
64,16,10.3
64,17,25.6
64,18,4.6
64,19,25
64,20,24.9
64,21,25
64,22,0.2
64,23,0.2
64,24,25.6
64,25,5.1
64,26,30.5
64,27,25
64,28,25
64,29,0.2
64,30,5.1
64,31,5.1
64,32,25.6
64,33,5.1
64,34,5.1
64,35,5.1
64,36,0.2
64,37,5.1
64,38,25.6
64,39,5.1
64,40,25.6
64,41,5.1
64,42,5.1
64,43,4.7
64,44,5.1
64,45,25.6
64,46,25.6
64,47,5.1
64,48,25.6
64,49,5.1
64,50,25.6
64,51,25.6
64,52,31
64,53,0.2
64,54,25.6
64,55,0.2
64,56,25.6
64,57,0.2
64,58,25
64,59,25
64,60,5.1
64,61,4.6
64,62,25.6
64,63,24.9
64,64,0.2
64,65,0.2
64,66,35
64,67,16
64,68,29.4
64,69,5.1
64,70,5.1
64,71,5.1
64,72,31
64,73,25
64,74,5.1
64,75,25
64,76,4.6
64,77,25
64,78,30.5
64,79,5.1
64,80,25.6
64,81,0.2
64,82,0.2
64,83,25
64,84,10.3
64,85,4.6
64,86,5.1
64,87,25.6
64,88,29.4
64,89,5.1
64,90,0.2
64,91,0.2
64,92,25.6
64,93,5.1
64,94,0.2
64,95,5.1
64,96,0.2
64,97,5.1
64,98,0.2
64,99,4
64,100,0.2
64,101,0.2
64,102,0.2
64,103,0.2
64,104,46
64,105,29.4
64,106,24.3
64,107,5.1
64,108,5.1
64,109,25
64,110,5.1
64,111,5.1
64,112,5.1
64,113,0.2
64,114,25.6
64,115,18
65,0,18
65,1,4.6
65,2,4.6
65,3,25.6
65,4,25
65,5,5.1
65,6,25
65,7,16
65,8,5.1
65,9,25.6
65,10,0.2
65,11,5.1
65,12,9.8
65,13,0.2
65,14,4
65,15,25
65,16,10.3
65,17,25.6
65,18,4.6
65,19,25
65,20,24.9
65,21,25
65,22,0.2
65,23,0.2
65,24,25.6
65,25,5.1
65,26,30.5
65,27,25
65,28,25
65,29,0.2
65,30,5.1
65,31,5.1
65,32,25.6
65,33,5.1
65,34,5.1
65,35,5.1
65,36,0.2
65,37,5.1
65,38,25.6
65,39,5.1
65,40,25.6
65,41,5.1
65,42,5.1
65,43,4.7
65,44,5.1
65,45,25.6
65,46,25.6
65,47,5.1
65,48,25.6
65,49,5.1
65,50,25.6
65,51,25.6
65,52,31
65,53,0.2
65,54,25.6
65,55,0.2
65,56,25.6
65,57,0.2
65,58,25
65,59,25
65,60,5.1
65,61,4.6
65,62,25.6
65,63,24.9
65,64,0.2
65,65,0.2
65,66,35
65,67,16
65,68,29.4
65,69,5.1
65,70,5.1
65,71,5.1
65,72,31
65,73,25
65,74,5.1
65,75,25
65,76,4.6
65,77,25
65,78,30.5
65,79,5.1
65,80,25.6
65,81,0.2
65,82,0.2
65,83,25
65,84,10.3
65,85,4.6
65,86,5.1
65,87,25.6
65,88,29.4
65,89,5.1
65,90,0.2
65,91,0.2
65,92,25.6
65,93,5.1
65,94,0.2
65,95,5.1
65,96,0.2
65,97,5.1
65,98,0.2
65,99,4
65,100,0.2
65,101,0.2
65,102,0.2
65,103,0.2
65,104,46
65,105,29.4
65,106,24.3
65,107,5.1
65,108,5.1
65,109,25
65,110,5.1
65,111,5.1
65,112,5.1
65,113,0.2
65,114,25.6
65,115,18
66,0,19
66,1,30.3
66,2,30.3
66,3,13.6
66,4,13
66,5,31
66,6,13
66,7,20.6
66,8,31
66,9,13.6
66,10,35
66,11,31
66,12,22
66,13,35
66,14,16.1
66,15,13
66,16,23.9
66,17,13.6
66,18,30.3
66,19,13
66,20,19
66,21,13
66,22,35
66,23,35
66,24,13.6
66,25,31
66,26,21
66,27,13
66,28,13
66,29,35
66,30,31
66,31,31
66,32,13.6
66,33,31
66,34,31
66,35,31
66,36,35
66,37,31
66,38,13.6
66,39,31
66,40,13.6
66,41,31
66,42,31
66,43,23
66,44,31
66,45,13.6
66,46,13.6
66,47,31
66,48,13.6
66,49,31
66,50,13.6
66,51,13.6
66,52,29
66,53,35
66,54,13.6
66,55,35
66,56,13.6
66,57,35
66,58,13
66,59,13
66,60,31
66,61,30.3
66,62,13.6
66,63,19
66,64,35
66,65,35
66,66,0
66,67,20.6
66,68,22.7
66,69,31
66,70,31
66,71,31
66,72,29
66,73,13
66,74,31
66,75,13
66,76,30.3
66,77,13
66,78,21
66,79,31
66,80,13.6
66,81,35
66,82,35
66,83,13
66,84,23.9
66,85,30.3
66,86,31
66,87,13.6
66,88,22.7
66,89,31
66,90,35
66,91,35
66,92,13.6
66,93,31
66,94,35
66,95,31
66,96,35
66,97,31
66,98,35
66,99,16.1
66,100,35
66,101,35
66,102,35
66,103,35
66,104,45
66,105,22.7
66,106,28
66,107,31
66,108,31
66,109,13
66,110,31
66,111,31
66,112,31
66,113,35
66,114,13.6
66,115,19
